报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20160331,,332957982.85,,,,,,608777066.03,109308575.3,499468490.73,,323043815.21,,2002222.6,,,,,,,,60446826.21,62449048.81,81504079.71,,,,,290254840.34,1698986832.95,,,,,,,531185737.33,608672823.41,,,,,,,,,,9480513.45,9480513.45,,297625428.73,,297625428.73,,,,,,48779756.67,8608430.34,1579976961.87,125285887.07,,3934037.29,,3213549576.16,4912536409.11,,12649745.37,,,,,,551988667.73,9000000.0,542988667.73,44959410.97,,,,51138554.32,73760054.43,,,,,326127496.61,326127496.61,,,,,,,,,,,,,,,,1060623929.43,,,,,,,,,,,,13508351.67,,,13508351.67,1074132281.1,,1042397394.0,,,,1975477381.68,,-1967357.98,,35052527.43,,,717320420.95,,,3768280366.08,70123761.93,3838404128.01,4912536409.11,定期报告,未审计,20160427,CNY,合并期末,2020-03-13T15:29:48
20151231,,1109789002.15,,,,,,532662573.91,65948202.59,466714371.32,,219864041.55,,2380560.86,,,,,,,,59012155.75,61392716.61,67554971.78,,,,,129616771.46,2120880077.46,,,,,,,286208504.29,170151788.19,,,,,,542947900.76,231717783.46,311230117.3,,1205452.93,1205452.93,,311230117.3,,311230117.3,,,,,,51305810.1,8503771.44,1579976961.87,89933475.74,,3328196.31,586600.0,2502430678.17,4623310755.63,,31394706.96,,,,,,606937608.04,4000000.0,602937608.04,57220501.08,,,,71384501.14,76567973.58,,,,,62988705.81,62988705.81,,,,,,,,,,,,,,,,906493996.61,,,,,,,,,,,,4545144.22,1346198.21,,5891342.43,912385339.04,,1042397394.0,,,,1975551294.76,,4276726.62,,35052527.43,,,506077201.9,,,3563355144.71,147570271.88,3710925416.59,4623310755.63,定期报告,是,20170315,CNY,合并期末,2020-03-13T15:29:48
20150930,,948489409.87,,,,,,442520324.41,78188033.74,364332290.67,,181872343.76,,5570976.22,,,,,,,,48633497.44,54204473.66,69710993.71,,,,,190637409.46,1887434954.87,,,,,,,245830763.36,178082762.78,,,,,,,,,,1272110.31,1272110.31,,317345724.11,,317345724.11,,,,,,79181361.77,9079427.77,1580240699.75,49700555.68,,1270307.66,1438215.12,2463441928.31,4350876883.18,,24420056.49,,,,,,552070349.27,4040000.0,548030349.27,42796496.26,,,,50517673.36,40567749.26,,,,,150920511.4,150920511.4,,,,,,,,,,,,,,,,861292836.04,,,,,,,,,,,,5281380.29,,,5281380.29,866574216.33,,877108143.0,,,,1700947162.16,,11346258.94,,33147832.07,,,355890939.76,,,2978440335.93,505862330.92,3484302666.85,4350876883.18,定期报告,未审计,20151029,CNY,合并期末,2020-03-13T15:29:48
20150630,,976930836.55,,,,,,481014910.87,87853844.23,393161066.64,,207463840.98,,3869476.22,,,,,,,,64479402.19,68348878.41,80432075.59,,,,,31448307.06,1845638849.46,,,,,,,135237328.65,50659033.85,,,,,,532204115.18,204778243.37,327425871.81,,873092.66,873092.66,,327425871.81,,327425871.81,,,,,,95189840.19,7278065.26,1580240699.75,54981947.97,,1113669.26,1719572.74,2254719122.14,4100357971.6,,,,,,,,581673065.27,40000.0,581633065.27,29000499.86,,,,35474612.64,54647510.84,,,,,147018000.5,147018000.5,,,,,,,,,,,,,,,,847813689.11,,,,,,,,,,,,5247021.19,,,5247021.19,853060710.3,,877108143.0,,,,1701088572.37,,17743038.39,,33147832.07,,,218233772.54,,,2847321358.37,399975902.93,3247297261.3,4100357971.6,定期报告,未审计,20150825,CNY,合并期末,2020-03-13T15:29:48
20150331,,739919148.95,,,,,,362436815.79,40195410.61,322241405.18,,176343489.8,,7148721.92,,,,,,,,38475118.1,45623840.02,61879178.84,,,,,4511.49,1386206984.89,,,,,,,135932458.24,24949900.54,,,,,,,,,,394514.14,394514.14,,336943065.42,,336943065.42,,,,,,96772345.4,5187693.12,1580240699.75,59618858.12,,1206934.95,4561378.5,2245807848.18,3632014833.07,,,,,,,,473067657.56,4366400.0,468701257.56,22367182.91,,,,33722130.03,32465059.19,,,,,9036226.45,9036226.45,,,,,,,,,,,,,,,70935.09,570729191.23,,,,,,,,,,,,2207419.73,,3538661.35,5746081.08,576475272.31,,324854868.0,,,,2251800263.46,,18219634.97,,33147832.07,,,125162490.63,,,2753185089.13,302354471.63,3055539560.76,3632014833.07,定期报告,未审计,20150430,CNY,合并期末,2020-03-13T15:29:48
20141231,,595624209.81,,,,,,288037432.71,44818239.88,243219192.83,,150569454.25,,4422098.63,,,,,,,,27204286.17,31626384.8,58739157.43,,,,,93742081.72,1218338720.72,,,,,,,90358524.57,16941169.16,,,,,,519569702.0,179555842.49,340013859.51,,2173974.75,2173974.75,,340013859.51,,340013859.51,,,,,,94934188.67,11068363.0,1580240699.75,56187289.67,,951774.78,4070461.7,2196940305.56,3415279026.28,,5658000.0,,,,,,373177542.91,4366400.0,368811142.91,18529226.78,,,,42474067.05,45134455.84,,70400000.0,,,13334839.69,83734839.69,,,,,,,,,,,,,,,,568708132.27,,,,,,,,,,,,5493187.82,,,5493187.82,574201320.09,,324854868.0,,,,2251800263.46,,492992.44,,33147832.07,,,34450879.29,,,2644746835.26,196330870.93,2841077706.19,3415279026.28,定期报告,是,20160312,CNY,合并期末,2020-03-13T15:29:48
20140930,,259244868.89,,,,,,104872379.19,39680197.19,65192182.0,,7343489.89,,3411000.0,,,,,,,,402592.09,3813592.09,63469973.07,,,,,,438744303.13,,,,,,,,,,,,,,,,,,3117571.96,3117571.96,,295371556.92,,295371556.92,,,,,,48412732.57,392761.58,,,,728624.51,,348023247.54,786767550.67,,,,,,,,59600373.91,,59600373.91,633333.54,,,,4109489.15,2680963.72,,,,,4425334.94,4425334.94,,,,,,,,,,,,,,,,71449495.26,,,,,,,,,,,,,,1316997.83,1316997.83,72766493.09,,134000000.0,,,,547353502.84,,,,18545789.78,,,14101764.96,,,714001057.58,,714001057.58,786767550.67,定期报告,未审计,20141030,CNY,合并期末,2020-03-13T15:29:48
20140630,,270359890.97,,,,,,89323500.09,38238040.0,51085460.09,,32564585.57,,1812211.11,,,,,,,,172110.03,1984321.14,54377928.68,,,,,,448610226.45,,,,,,,,,,,,,,438586955.84,137082128.13,301504827.71,,3906365.02,3906365.02,,301504827.71,,301504827.71,,,,,,24151887.39,330038.54,,,,585701.77,,330478820.43,779089046.88,,,,,,,,56898102.36,,56898102.36,63333.23,,,,3555476.04,1707029.35,,,,,2424682.04,2424682.04,,,,,,,,,,,,,,,,64648623.02,,,,,,,,,,,,,,1105000.03,1105000.03,65753623.05,,134000000.0,,,,547353502.84,,,,18545789.78,,,13436131.21,,,713335423.83,,713335423.83,779089046.88,定期报告,未审计,20140819,CNY,合并期末,2020-03-13T15:29:48
20140331,,294320992.75,,,,,,74917704.13,23780000.0,51137704.13,,28830746.44,,1616566.64,,,,,,,,219603.33,1836169.97,50239809.43,,,,,,450145422.72,,,,,,,,,,,,,,,,,,3468553.78,3468553.78,,311490190.13,,311490190.13,,,,,,24337706.17,262447.83,,,,585235.55,,340144133.46,790289556.18,,,,,,,,41119690.12,,41119690.12,253333.28,,,,5375598.04,2839470.67,,,,,1487873.63,1487873.63,,,,,,,,,,,,,,,,51075965.74,,,,,,,,,,,,,,1137500.02,1137500.02,52213465.76,,134000000.0,,,,547353502.84,,,,18545789.78,,,38176797.8,,,738076090.42,,738076090.42,790289556.18,定期报告,未审计,20140428,CNY,合并期末,2020-03-13T15:29:48
20131231,,291465235.72,,,,,,96965033.65,44941150.0,52023883.65,,14447499.16,,1314072.22,,,,,,,,4500.0,1318572.22,47316965.04,,,,,243150.41,451756456.2,,,,,,,,,,,,,,437703807.63,116360213.3,321343594.33,,2832962.43,2832962.43,,321343594.33,,321343594.33,,,,,,24502658.79,74995.39,,,,592319.05,,349346529.99,801102986.19,,,,,,,,52093694.59,,52093694.59,443333.33,,,,5597667.24,1828057.12,,,,,2431466.34,2431466.34,,,,,,,,,,,,,,,,62394218.62,,,,,,,,,,,,1170000.01,,1170000.01,1170000.01,63564218.63,,134000000.0,,,,547353502.84,,,,18545789.78,,,37639474.94,,,737538767.56,,737538767.56,801102986.19,定期报告,是,20150331,CNY,合并期末,2020-03-13T15:29:48
20130930,,268768035.76,,,,,,80003309.63,47460000.0,32543309.63,,8588600.41,,1129730.35,,,,,,,,184403.9,1314134.25,56276750.78,,,,,491556.39,415442387.22,,,,,,,,,,,,,,,,,,18448676.62,18448676.62,,309399619.46,,309399619.46,,,,,,36690370.61,1669780.77,,,,263593.82,,366472041.28,781914428.5,,,,,,,,35310919.36,,35310919.36,633333.34,,,,6081834.31,1199320.15,,,,,1311657.46,1311657.46,,,,,,,,,,,,,,,1202500.0,45739564.62,,,,,,,,,,,,,,,0.0,45739564.62,,134000000.0,,,,547353502.84,,,,18017514.07,,,36803846.97,,,736174863.88,,736174863.88,781914428.5,定期报告,未审计,20131029,CNY,合并期末,2020-03-13T15:29:48
20130630,,265737243.8,,,,,,92449435.95,56269005.6,36180430.35,,15335593.85,,987799.81,,,,,,,,223445.0,1211244.81,50331159.56,,,,,4511.5,425069189.47,,,,,,,,,,,,,,410424051.95,99213465.52,311210586.43,,25102778.79,25102778.79,,311210586.43,,311210586.43,,,,,,24868393.28,1279231.81,,,,292684.22,,362753674.53,787822864.0,,,,,,,,40712864.67,,40712864.67,,,,,6096905.94,2582928.25,,,,,1199129.04,1199129.04,,,,,,,,,,,,,,,,50591827.9,,,,,,,,,,,,,,,0.0,50591827.9,,134000000.0,,,,547353502.84,,,,18017514.07,,,37860019.19,,,737231036.1,,737231036.1,787822864.0,定期报告,未审计,20130806,CNY,合并期末,2020-03-13T15:29:48
20130331,,311113373.58,,,,,,74457591.05,35845930.0,38611661.05,,11360879.87,,547372.03,,,,,,,,42850.0,590222.03,63195575.92,,,,,948628.52,461666270.97,,,,,,,,,,,,,,,,,,24878588.7,24878588.7,,320291699.14,,320291699.14,,,,,,24552825.14,1212424.38,,,,307002.65,,371242540.01,832908810.98,,,,,,,,50828241.25,1396000.0,49432241.25,,,,,5428126.5,819322.7,,,,,1041069.94,1041069.94,,,,,,,,,,,,,,,,58116760.39,,,,,,,,,,,,,,,0.0,58116760.39,,134000000.0,,,,547353502.84,,,,18017514.07,,,75421033.68,,,774792050.59,,774792050.59,832908810.98,定期报告,未审计,20130424,CNY,合并期末,2020-03-13T15:29:48
20121231,,299933321.54,,,,,,85122821.73,40075930.0,45046891.73,,10175843.47,,605366.47,,,,,,,,35150.0,640516.47,49015799.54,,,,,953140.02,445841442.77,,,,,,,,,,,,,,409040323.73,80062486.86,328977836.87,,19670305.93,19670305.93,,328977836.87,,328977836.87,,,,,,24696861.12,1093509.46,,,,359127.17,,374797640.55,820639083.32,,,,,,,,36967215.73,1409000.0,35558215.73,117648.0,,,,5193757.36,2941850.54,,,,,1361007.06,1361007.06,,,,,,,,,,,,,,,,46581478.69,,,,,,,,,,,,,,,0.0,46581478.69,,134000000.0,,,,547353502.84,,,,18017514.07,,,74686587.72,,,774057604.63,,774057604.63,820639083.32,定期报告,是,20140128,CNY,合并期末,2020-03-13T15:29:48
20120930,,295167844.73,,,,,,93508547.52,49787530.23,43721017.29,,9101704.2,,467319.45,,,,,,,,5185815.9,5653135.35,54321380.74,,,,,675730.78,458428343.32,,,,,,,,,,,,,,,,,,62131511.47,62131511.47,,286760893.21,,286760893.21,,,,,,24844615.73,2590974.95,,,,356788.73,,376684784.09,835113127.41,,,,,,,,57864001.56,1497000.0,56367001.56,,,,,4198289.35,-943327.26,,,,,1781344.09,1781344.09,,,,,,,,,,,,,,,,62900307.74,,,,,,,,,,,,,,,0.0,62900307.74,,134000000.0,,,,547353502.84,,,,16637972.7,,,74221344.13,,,772212819.67,,772212819.67,835113127.41,定期报告,未审计,20121023,CNY,合并期末,2020-03-13T15:29:48
20120630,,272947574.83,,,0.0,,,110702659.42,48823932.99,61878726.43,,12882408.12,0.0,507194.45,,,,,,,,238565.9,745760.35,53397945.51,,,,,633146.67,451309494.9,,,0.0,,,,0.0,,,0.0,,,,355440130.19,65542511.4,289897618.79,,71384363.26,71384363.26,0.0,289897618.79,,289897618.79,,,0.0,,,25007861.09,1765748.81,,0.0,,501420.26,0.0,388557012.21,839866507.11,,0.0,,,,0.0,,56710446.17,2443000.0,54267446.17,117648.0,,,,4256906.18,1306581.74,0.0,0.0,,,8430664.16,8430664.16,,,,,,,,,,0.0,,,,,,70822246.25,,,,,,,,,,,,,,,0.0,70822246.25,,134000000.0,,,,547353502.84,,,,16637972.7,,,71052785.32,,,769044260.86,,769044260.86,839866507.11,定期报告,未审计,20120827,CNY,合并期末,2020-03-13T15:29:48
20120331,,293285325.86,,,,,,90883082.8,28909381.59,61973701.21,,10758983.18,,,,,,,,,,421683.9,421683.9,56153942.85,,,,,,451503018.59,,,,,,,,,,,,,,,,,,65842055.45,65842055.45,,285656932.75,,285656932.75,,,,,,25168366.53,1037485.22,,,,463339.47,,378168179.42,829671198.01,,,,,,,,48892014.47,,48892014.47,,,,,4235890.23,-184585.47,,,,,8298537.77,8298537.77,,,,,,,,,,,,,,,,61241857.0,,,,,,,,,,,,,,,0.0,61241857.0,,134000000.0,,,,547353502.84,,,,16637972.7,,,70437865.47,,,768429341.01,,768429341.01,829671198.01,定期报告,未审计,20120420,CNY,合并期末,2020-03-13T15:29:48
20111231,,325058434.56,,,,,,83499838.6,45757000.0,37742838.6,,11080145.5,,623527.78,,,,,,,,534624.14,1158151.92,57894261.08,,,,,608006.43,479298838.09,,,,,,,,,,,,,,408229301.73,90549872.27,317679429.46,,17008946.67,17008946.67,,317679429.46,,317679429.46,,,,,,25309507.0,797601.01,,,,313886.76,,361109370.9,840408208.99,,,,,,,,65711526.1,9594000.0,56117526.1,4050.0,,,,4395689.31,-4403839.61,,,,,9493690.58,9493690.58,,,,,,,,,,,,,,,,75201116.38,,,,,,,,,,,,,,,0.0,75201116.38,,134000000.0,,,,547353502.84,,,,16637972.7,,,67215617.07,,,765207092.61,,765207092.61,840408208.99,定期报告,是,20130424,CNY,合并期末,2020-03-13T15:29:48
20110930,,329704797.9,,,,,,92005728.13,46648400.0,45357328.13,,12685820.14,,,,,,,,,,100583.15,100583.15,52732829.99,,,,,,487229759.31,,,,,,,,,,,,,,,,,,88689514.82,88689514.82,,230669271.67,,230669271.67,,,,,,25472147.47,3866365.74,,,,365428.58,,349062728.28,836292487.59,,,,,,,,65036233.75,7944000.0,57092233.75,,,,,4133826.82,-2867340.45,,,,,8185099.51,8185099.51,,,,,,,,,,,,,,,,74487819.63,,,,,,,,,,,,,,,0.0,74487819.63,,134000000.0,,,,547353502.84,,,,12442088.83,,,68009076.29,,,761804667.96,,761804667.96,836292487.59,定期报告,未审计,20111024,CNY,合并期末,2020-03-13T15:29:48
20110630,,360915416.76,,,,,,80208718.81,31809800.0,48398918.81,,47853961.26,,,,,,,,,,135895.88,135895.88,56119275.05,,,,,,545233267.76,,,,,,,,,,,,,,306022316.88,75896772.7,230125544.18,,35949948.2,35949948.2,,230125544.18,,230125544.18,,,,,,25634787.94,2568880.32,,,,407402.46,,294686563.1,839919830.86,,,,,,,,59779080.06,,59779080.06,166938.2,,,,4086457.62,4667124.16,51585.0,,,,15940440.62,15992025.62,,,,,,,,,,,,,,,,84691625.66,,,,,,,,,,,,,,,0.0,84691625.66,,134000000.0,,,,547353502.84,,,,12442088.83,,,61432613.53,,,755228205.2,,755228205.2,839919830.86,定期报告,未审计,20110819,CNY,合并期末,2020-03-13T15:29:48
20110331,,377637380.13,,,,,,83913289.56,21330000.0,62583289.56,,53943542.68,,,,,,,,,,199700.03,199700.03,63680191.7,,,,,,579374104.1,,,,,,,,,,,,,,,,,,41204678.81,41204678.81,,174075906.63,,174075906.63,,,,,,25797428.41,5098493.46,,,,495533.91,,246672041.22,826046145.32,,,,,,,,64552178.65,,64552178.65,490692.0,,,,3249537.7,-260168.19,,,,,5124720.11,5124720.11,,,,,,,,,,,,,,,,73156960.27,,,,,,,,,,,,,,,,73156960.27,,67000000.0,,,,547353502.84,,,,12442088.83,,,126093593.38,,,752889185.05,,752889185.05,826046145.32,定期报告,未审计,20110418,CNY,合并期末,2020-03-13T15:29:48
20101231,,11344504.15,,,,,,59448958.0,9572000.0,49876958.0,,57552606.41,,,,,,,,,,308451.95,308451.95,52035248.54,,,,,,180689769.05,,,,,,,,,,,,,,236119593.32,65172410.65,170947182.67,,18870462.04,18870462.04,,170947182.67,,170947182.67,,,,,,25960601.64,2857061.01,,,,415509.58,,219050816.94,399740585.99,,140831995.0,,,,,,61984160.3,2700000.0,59284160.3,81088.0,,,,3289327.2,-4091125.49,236997.45,,,,15109214.69,15346212.14,,,,,,,,,,,,,,,,217441657.15,,,,,,,,,,,,,,,0.0,217441657.15,,50000000.0,,,,8737360.29,,,,12442088.83,,,111119479.72,,,182298928.84,,182298928.84,399740585.99,定期报告,是,20120330,CNY,合并期末,2020-03-13T15:29:48
20100630,,31994552.01,,,,,,46145118.33,12261000.0,33884118.33,,56118303.45,,,,,,,,,,233687.85,233687.85,38286511.76,,,,,,172778173.4,,,,,,,,,,,,,,176832294.95,57299289.22,119533005.73,,7022359.72,7022359.72,,119533005.73,,119533005.73,,,,,,25624965.97,,,,,269618.78,,152449950.2,325228123.6,,80000000.0,,,,,,66019352.34,6750000.0,59269352.34,114068.0,,,,2550019.06,2047674.44,147600.0,,,,15378118.96,15525718.96,,,,,,,,,,,,,,,,166256832.8,,,,,,,,,,,,,,,,166256832.8,,50000000.0,,,,8737360.29,,,,7438574.83,,,92795355.68,,,158971290.8,,158971290.8,325228123.6,招股说明书(申报稿),未审计,20101217,CNY,合并期末,2020-03-13T15:29:48
20091231,,45374987.0,,,,,,61308176.6,20240000.0,41068176.6,,14434046.2,,,,,,,,,,379946.65,379946.65,36112902.18,,,,,,157610058.63,,,,,,,,,,,,,,167132984.46,50755113.29,116377871.17,,3954076.79,3954076.79,,116377871.17,,116377871.17,,,,,,9103601.13,,,,,330955.58,,129766504.67,287376563.3,,60000000.0,,,,,,59869050.53,6367250.0,53501800.53,25080.0,,,,2171378.17,4293685.81,103050.0,,,,17837570.0,17940620.0,,,,,,,,,,,,,,,,144299814.51,,,,,,,,,,,,,,,,144299814.51,,50000000.0,,,,18737360.29,,,,7438574.83,,,66900813.67,,,143076748.79,,143076748.79,287376563.3,招股说明书/意向书,是,20110211,CNY,合并期末,2020-03-13T15:29:48
20081231,,13888442.26,,,,,,28457572.0,2830000.0,25627572.0,,2425715.45,,,,,,,,,,367895.6,367895.6,30915427.99,,,,,,76055053.3,,,,,,,,,,,,,,,,,,8459775.35,8459775.35,,104709625.07,,104709625.07,,,,,,9114010.94,,,,,130872.92,,122414284.28,198469337.58,,22000000.0,,,,,,47193064.51,21321000.0,25872064.51,7998.8,,,,1601823.9,2195143.34,,,,,5930497.95,5930497.95,,,,,,,,,,,,,,,,78928528.5,,25000000.0,,,,,,,,,,,,,25000000.0,103928528.5,,50000000.0,,,,8770516.72,,,,3585908.01,,,32184384.35,,,94540809.08,,94540809.08,198469337.58,招股说明书/意向书,是,20110211,CNY,合并期末,2020-03-13T15:29:48
